"Puzzle","BruteForce","DepthFirst","BitWise","NakedSingles","HiddenSingles","NSSearch","HSSearch"
"201050009050080000009100400003000007040009010008000000010605070000010002000032501",0.0844,1.5708,0.0192,56.8086,59.944,183,394
"800094000004200000020800950760000010405000009003000008050648000000050400000020090",18.4211,6.9156,6.3549,90.7458,30.7675,448,221
"050000800072008005800400027060200001200007050000050040037001000006700080020000000",0.4044,2.6968,0.1515,178.3196,72.7033,692,448
"000050000604031000000000600080500012000102070002009000708006005200000008030008046",0.7013,16.8032,0.1799,160.4839,38.6656,898,280
"000050709000000000000023456000305097065907210090000300001600970000000000000000002",0.1497,0.8101,0.0616,27.4467,43.0187,56,295
"560738091030020000090004700050080009000600000000070602000890020002006100000000000",0.3253,0.666,0.1217,36.0687,32.8904,83,203
"600008001008129000090600000000000309000390004010000800003940100900207006000000040",129.8639,0.4978,46.9446,37.3446,78.947,97,568
"000020800000100005800030000060000008000008002000200070045910086036000001900000743",6.6088,7.2191,2.2886,49.6978,36.4706,177,233
"000400001403000075000605003040500300000000700000000050360940007870100034000050000",0.0298,13490.0354,0.0163,399.0646,92.5078,1483,536
"003000700050000020000023000000065000005000204800204005031002008640000000900530040",0.0454,10.2739,0.022,30.9636,38.1777,98,235
"000000000004023007320007050006745200040000806200090000570060000000200009000070008",0.164,1.4669,0.0633,100.151,60.1414,467,430
"870090000500020800001000050000080200405000000010900008900600107000009000142000605",4.0075,5.1652,1.4531,444.0633,41.2036,1855,266
"004060700061009000000230000030010800000807005090000000140000978070000010000002043",19.6144,76.4238,6.8499,65.8131,32.8553,322,212
"504730000030290000000004003007420000000080600010000940300800000000000000142057006",0.182,0.8151,0.0696,26.818,109.7236,56,756
"000060009067000200000004060000705090015090340000000710000800000050900023976000000",1.0302,3.8829,0.3844,97.3484,54.6301,426,404
"540000009370000046010000307000000700000030250907000600200410000000005070000203005",60.4171,27.9771,21.5907,206.0506,113.2225,931,768
"007650000054000087001000600096000000740030806000806000000000030008010070100500008",48.9061,186.2174,16.832,58.2228,47.1709,285,324
"000007000060001005100300000020010000004000500700000006001000870870002000902784601",1.4887,25.9539,0.527,166.2555,51.3337,692,314
"000004300650020000320900050000705000040001090003096000000400002400302500130000000",1.6367,1.9094,0.5846,141.9004,83.2425,535,509
"007080200000000600000075083700000000506091042002000006060040000009010030120000008",77.1775,134.1766,27.0514,108.568,54.1188,573,362
"000300000000080006009546327003700090000000000020058000005000080000067000098200061",10.7769,66.0376,3.7689,14.1817,33.273,56,220
"000607010620000030800000000060040500000000060008006004045900000206070901080062000",8.6673,39.6229,3.0131,147.8727,87.9949,748,611
"345207000000001045180340200000406700000000000700003400001600070800700001000000000",0.1838,0.8182,0.0563,21.1761,37.1319,58,212
"000600020600020007001000600006040003040200090000896000000008000000000579002570460",5.1879,123.9385,1.8105,22.2348,40.7928,117,286
"007000020650000907301900050090700013000003000000896005570000000000000009030500008",6.8185,3.6804,2.3189,277.6962,92.1208,1316,648
"006300010000010540800000000000001790000090435090005000035904600004000900000003004",0.4447,2.4383,0.1693,19.7032,63.3687,63,404
"080004300000000000021007000090740210000300806000090705500468000400100000000000408",0.2063,16.5523,0.0677,92.1276,38.901,438,275
"765000020000120000020000000210006009000000402000000005000085200092630800080090050",0.0506,11.517,0.0236,206.8988,46.8733,919,297
"000400700050009020000120000100005000000008010090004065530040000600900030908500600",7.029,64.028,2.3733,94.2705,39.1249,384,241
"000483090080002000200070003040300002030000040010000036307000004809100007000500000",2.4474,22.7082,0.8817,18.0248,42.2569,56,246
"080004021004003907020000004890000200005000000003000700570008030400001000000509008",9.5222,192.8288,3.3635,19.7343,44.7484,68,253
"760003900000100870000000503000000009090001000402038000809000004000300100004090058",51.3186,49.9549,18.6353,253.8461,61.5,970,382
"600080000403000000001000403008060000006001700002030000057006108800100030120008000",191.7155,4.4276,70.0855,330.0714,32.9039,1517,213
"009004020000010080300007600080002000003001090000030005000405136206008000000006008",5.6476,86.8739,1.9729,218.3321,59.6916,1218,435
"000049001009000800021800000800000200004300080200700000900050030430108000050000460",0.1646,0.3651,0.0479,55.3473,34.2447,175,225
"000600300000001007000000050006040000700002890213800045000000102068003000030070060",45.3319,16.76,15.1818,134.1551,34.1216,657,239
"540000009000900500010000327453600000001000070000000000000060900004803060908020100",13.2696,1.8266,4.6719,27.1431,75.8471,56,462
"000006700006870020080023000204305007065007004000000000000002900600000031008500000",0.0301,0.2447,0.0167,214.9034,52.2588,1009,391
"987050001004231000321080654000000000000000006010800700000400100000000009000500060",0.1881,5.6989,0.072,25.0244,41.4752,56,236
"607030001008012005001000400700080002800000030000720806000060000902100007100000000",6.435,43.2726,2.241,30.1059,33.7327,134,225
"000500009060900000089200100005010000406000000900000640050008910800100400040090070",0.1796,124.4809,0.0717,305.4699,84.2809,1809,609
"000050000400000023009003006000500600500680031008200500000000900860070012070010000",0.0538,1.6658,0.0243,96.7294,38.5657,469,265
"003006789006000000000100450010005000000000004897000060030002908000000001908501000",0.099,1.0233,0.0414,519.3783,105.2709,1965,614
"000600010002000400810000007000048090000710050000006200500100082006090070900027000",0.6766,100.259,0.236,39.1275,32.6103,197,226
"004016000516000034009004000001005890605700340000100002100002000070000600000000000",0.0436,4.4555,0.021,68.0048,33.5482,345,265
"000000000080900600001600483008000010030000900912050006300200000009100300104000800",23.6793,6.04,8.8511,41.8102,96.0141,126,647
"000004000090231070320000004700000010005010000200007500050008600040050100100600005",1.7246,2.5949,0.6337,27.2248,34.2915,66,201
"080600300050120080000000004000040203700000090010806005009008000000302500002500008",9.9073,55.4476,3.3069,113.3074,49.1318,555,327
"000904021000003000300076000798005200040030790000000040000400100460002000030500000",0.0534,0.5002,0.0245,25.3393,54.0452,56,357
"000000090000090005090605083048000012006100047000840000000000120000012000020000760",14.4765,4.8405,4.5717,357.5707,104.1529,1857,762
"030027809000000400809000007000040090074090002008200004000010040000000003046000081",2.2768,6.0603,0.8016,18.8199,35.6277,56,229
"060000920043002000000000040500490300090000080010500090070000100058030000034070050",130.2687,12.9649,45.1219,22.8765,42.3098,56,310
"000738000700020004001004703000080402000000030010002070305006000906000000042000009",0.4332,17.1094,0.1348,67.1935,46.4915,237,300
"560000001000100000200060083600082000000600000000075000800006127076250008010000000",60.1209,106.1165,21.3282,188.9808,75.3923,800,481
"600000001480100005000000003000000010536800700000700000000006000009017504120050067",0.4177,65.8665,0.1494,62.4324,30.1812,351,220
"560708000008201500001004000600000308000100070003000000800050006000040050070800029",0.6872,1.1016,0.2428,58.4251,34.199,226,232
"000000000043109060000065000080090300400030500002000004079452008208000009000008000",3.7838,15.6393,1.3698,197.6804,80.4087,923,568
"605000000083200605090600400708062009500000002000700800000906000000000530120000000",0.1535,14.5354,0.0611,86.8052,43.439,319,270
"000001009560009200089000156000000090016907000000020001000000908000108000008000603",0.2147,9.9652,0.084,32.5368,70.2449,79,499
"000400000050980000009023006014005000060070204090000060031000000002090001000500042",0.0274,101.1382,0.0157,187.9949,30.8675,885,205
"008000000500009070901000500087450300300001000010038005800000204006000000030007050",752.8141,2399.4893,270.5384,150.1754,35.7015,708,233
"060000090038020500001060000000080009020010070003070000840300000076000038002000906",24.442,18.9055,8.3522,24.0357,35.0162,63,225
"809000300000300907320980000000003012000000079402800003090206000206000700000000000",0.2597,0.4085,0.0954,235.5089,89.4267,1055,614
"000007000007000005800435020002000700000019300000070200700100080040983500900000100",4.7301,28.2826,1.6153,61.6212,45.939,323,341
"007004001604100900320900000000700013000010000203000745500408100400000000030000000",2.1811,12.3537,0.7973,37.0522,32.4098,113,225
"000000091700000060090000700560000010420010005103000000800006007970000400302040006",12.3688,2.4829,4.4522,111.4201,55.5051,509,388
"010050000000000100700103400000060097005790010090200005000040070000809500008030600",0.3373,531.8343,0.1338,67.4782,49.8679,369,373
"000450080406080000000003400010060000005800010000004300031040900000900001000530602",0.0414,65.5932,0.0204,47.8912,29.3609,249,211
"000000000004000980020080004006000000700120096000890040079000002408000070032000068",86.6944,19.7869,30.7452,31.7404,24.1363,90,203
"010050000000870000780000006120360090060080010007000005001002070000000001900531000",0.0793,1.5933,0.0174,19.8488,36.7705,56,234
"604738000008000500200000000067020018009000005000670000002907006010000057000006000",3.7139,0.7243,1.3212,253.0664,87.5939,1053,556
"780509320500200000000076054005000000004000000003000000060400002000100000150920460",15.3492,80.6271,5.4938,1485.8193,62.475,6595,398
"300007000507009030100000007000000800010090400008000300001006058004952003050000040",0.6775,2.0454,0.2463,23.6324,54.195,62,352
"053620010000008030000030000002000590000000000090056004700910080030000901081000003",18.5732,363.0271,6.5132,114.1987,50.3542,515,327
"000003001000900870001070500080005002300402700000068000000209030050004000004080009",3.2789,33.3272,1.164,92.4337,55.0026,430,353
"100406080000009000000000006000360000000700000097000005531002008000007001978030640",0.0594,45.3437,0.0273,19.9132,80.7688,61,511
"000560089000070030009000000000416007000007000807000060100650970600008500000700600",0.0828,7.5372,0.0198,29.2586,80.856,82,528
"000600300000003007300007050890705003000130890000000045000068002008300000100070000",210.8399,6.0428,80.1805,100.3348,39.2336,473,290
"040000189000800300009040000020006008000000503708000400401000002070002004900004030",0.8405,54.0822,0.2998,20.3416,47.1764,81,330
"060038200708200000090000000057400000020100000000070002002900006900002007370010400",134.3798,605.6358,48.5463,398.4635,57.434,1762,368
"080650020000000000301000650000000200000210800013006700500008032008000009030009008",101.5946,3.3567,35.879,86.3895,30.6401,387,206
"035020810000081000009000000300000700000000060090306000703060002001800500006050103",29.6064,534.7951,10.521,63.7975,93.0391,265,575
"004000780500000004009200000005000000000000300807325061140000008070040012900000040",20.1924,64.3194,7.0412,311.4568,62.791,1329,375
"004000090700000000200560000600482000020301050003000000000003007070105630016000900",34.2163,33.6454,11.8731,46.3924,33.6522,211,231
"000370010300000040010546020400701000000003070000600004035800060000900703900000000",0.9862,188.2094,0.3569,439.6303,62.9817,1866,385
"430000800000090400019400607000000700004209000108300004703164000000000000006000003",0.0571,0.9569,0.0257,20.6482,48.7476,56,311
"000600000007100005009000020300000000070000062100250004053002900001900053900000201",9.3826,3.5848,3.238,24.6592,42.1371,69,265
"000000001594300806001006904000400000000203009203000040900040030600100080000000600",0.9594,5.3634,0.3219,46.3644,45.1382,123,292
"400600000000000030000005020002500700000010300000000054750100082200800006906000143",8.2648,57.4695,3.0429,62.9329,29.1829,342,208
"806000001000003006001876004000000200400001000010067040900640037030000005007000000",3.0471,11.0105,1.0971,90.4842,47.6106,357,290
"500370009070000500000506000450020001001000000000000038004060100000087900008200075",1.1144,210.9264,0.3818,82.5627,58.857,410,397
"020050009050009000009100000000000807000097010890010065500000070640008030000031000",0.0375,3.3143,0.0198,27.3836,32.5756,64,235
"000302000372010000009546020000600000001020000020000000200050970004008053005000600",0.718,8.2276,0.2653,21.1737,45.9366,62,285
"900000000604003007020980000000740013040000096010800005000400100400000000002079060",4.9581,26.6254,1.7556,25.7095,72.9688,91,468
"500300810000090500019000007400000000080039204900100630005400000030005000004003000",0.1509,4.3104,0.061,59.3722,31.2599,233,228
"000000001000300000001007604800045200005031090200890040009008100060100000000000068",2.7942,119.0876,0.9675,64.5326,47.9048,362,344
"020056000450000000080100406200065090005007204090004300000000000600008000970000002",0.0612,6.6579,0.0273,77.5605,41.9419,312,300
"060000201008009560000060000607480000400603000003000000800000107000250038010040000",22.3927,0.9905,8.1481,133.413,81.5466,523,523
"400600810007001000000030027000040091000200300190006000705060980001000000000700100",0.1764,1.0037,0.0526,99.7521,41.4181,390,290
"987004000000103907000007000000040000700030000000000000079460100468000009000509460",13.8289,2.025,4.98,67.743,98.0007,249,659
"000008091000900000000000000057089002020600000803050000375000108900140007040000600",11.9483,11.6977,4.2835,64.5901,31.1366,323,216
"000509320009030000320070000000000010000010780013080609900007000002068500000000008",1.1942,1.741,0.4229,32.0817,42.644,108,294
"000060080267981300109000000023410000010000500000003400001000000000000601900002800",0.3855,0.3981,0.1396,126.3543,72.5769,454,452
"006504000000230800000006000700080203080310000003060500050000002000150080000023600",1.5877,32.7234,0.5622,35.0679,41.3814,124,259
"000006700050079004709030106012400000060000302807002000000000070000700000900001600",0.2041,2.7937,0.0671,28.652,39.5173,62,242
"900600301600031000001000000000740000700000890010000005070008130008300500100000460",3.3257,178.6342,1.1811,108.3145,63.823,451,406
"000027809620090000009005607060000090004009000090300000705060003201004000000000100",3.8891,58.1304,1.4008,63.3341,40.5195,274,271
"000600001604020900001000050000040000700000006210000000579408000060000079130079000",0.1004,0.9204,0.0398,127.2533,71.1752,462,445
"200000000560000200080030150300010800006007000097020000002050900003900002050070040",1.1305,4.375,0.3889,20.7775,50.8197,56,326
"000000090003109600201605000048060010000001000002004806000048007800000000100057000",12.5271,15.6923,4.2982,101.0104,92.7831,388,609
"657000001000091005001070480040800000820000004000050060000002008000100006004080007",14.24,1.2809,4.9291,21.1395,33.8256,61,221
"003050080006007000080000006004300000305079004800004000031000078000090530008000002",0.0533,21.2409,0.0249,30.9927,37.6568,116,251
"007004020650000080000007000006705200040000006203090740000400000000310070100500400",4.657,15.8041,1.5983,20.2328,30.5482,59,209
"005000800000000030010000007300048000070000360008006050050060082200080570000050043",21.6532,0.2779,7.1915,104.3771,38.2707,476,266
"087004020004000080320000000890000000045302000203090040070000002008000500030079000",12.4204,9.4552,4.5947,42.2569,33.7592,128,223
"600000290700200000201000080507400000000000670000675000040000036010300050075006000",0.5339,9.1662,0.1847,51.2217,42.9821,236,288
"007004320604000000320000050900005003700120000000096040009060000000002570102000000",0.8799,26.4743,0.3127,71.7785,44.2815,303,306
"010000700000879103080020000020000890005008004000004005000600900000907000908500002",0.0282,7.6972,0.0163,55.2795,58.201,184,391
"506300800300001046000000000000020000000007200927005060000710003104059000008000004",5.9957,416.9435,2.2412,91.4064,38.9421,399,243
"080040301000200000000870050800000203090120000200705049008000030000000500152000000",1.1416,4.6017,0.3998,72.2558,31.496,273,216
"030027010000108030000405020000040000000089000100056004050000006080904700940000000",1.042,109.7512,0.408,518.5843,99.35,2334,599
"456002019002000000800000007000020000001400000027105008200000003030800600008003050",0.1744,0.7145,0.0376,61.7409,64.3364,212,401
"806500000540001000321006000700690200004000080000000049960000100007002000000030400",0.5299,4.9282,0.1914,70.296,33.6235,257,233
"000061709000700204780000006000000897000070000800025060040600008000902500050000000",0.4658,107.383,0.1669,83.5946,43.4336,436,316
"070004001950001076000070050790000010005103000000008000500407100007000080100080000",0.5105,1.1438,0.1748,26.79,49.6875,56,318
"000090001000200800000000000060005213080300000203000508052040007008000102007009005",4.2721,0.5277,1.5205,31.9741,55.0738,70,410
"004038001708090000000000000000003800020800007003000052305049100000010340042000000",2.8497,108.967,1.0297,51.2378,30.7734,304,221
"504008290000009000200500000000400000020600070003005000075090020900340100006200030",9.8479,10.8914,3.3223,91.6594,43.319,339,280
"023006080000800000700003006000060007060000010890000005001000008042708000000030642",0.0527,114.4828,0.0253,77.3485,39.9709,350,266
"605000091483009005200600400040002009000090042010004000000006000009000000100000960",2.0134,0.3154,0.7377,67.7355,34.4353,232,228
"005403001000000075200000000700000300006890000910034000057900000860000500100050900",1.139,0.7701,0.4313,28.3629,48.5551,68,318
"705003021043902000000000000500490300000020000012580090000200108000000006100008000",0.4489,4.3532,0.1701,27.6612,66.2375,62,449
"000008091400910600001070400040086010000000000000700856000060140000000560000057000",0.7018,10.6584,0.2589,30.9434,30.9933,71,214
"040370800300000046000500000050000001001090035000030460060700000034050000700063000",4.9243,285.9355,1.6251,131.3875,60.97,782,458
"000483091000021070000070000040060500030010040002000036300008104000000000100007020",4.3976,6.755,1.5553,126.5116,34.5294,518,219
"003450000000070020080000400204065000365000200000000000030000900600708500008531000",0.0381,523.3299,0.0197,17.472,71.5724,83,554
"000950000900300070000800000008000003000100700200000040000060032407200080100580467",32.3122,5.5116,11.1923,28.9649,62.622,84,397
"060000200708029500000004003050082300400000005003070600000006000900250000010000056",0.0931,2.9956,0.0384,27.7723,76.7117,56,458
"000004000654300000000900650806000010000200806003006000070460002400002009100009000",1.9839,13.7585,0.6472,124.683,55.8327,575,405
"000020009000001405009005020000500000570219008000000054750164002001000006000000000",0.178,1.0614,0.0691,135.3398,35.5916,736,272
"200000700000009000700004150300400097060007300090310000500000908000708520070000000",2.155,14.4485,0.7255,181.8823,79.364,879,551
"000480000400102005000000480000506000006900007010000500050000124000010300100059700",7.0092,69.5681,2.3295,51.0013,31.7534,225,216
"000004300050003087000000650890040000000032800200000740509000030400320000100500000",1.4156,1.1135,0.4873,39.1428,89.6512,107,611
"600408200000000670001000003000800300000010700300750060070002040002100030064500000",0.1885,61.1691,0.0729,16.7639,49.0529,62,330
"980000020054100000000080054000705003045000800010090040500000100000200070002509000",3.3243,6.7779,1.1281,33.412,31.5719,145,208
"070050020900000000301000000000640200645302708010008000500460100000000080030009000",0.9199,1.5964,0.3528,118.3626,69.568,467,463
"800600320604001980000080000080500400000000000410870500708000030040010098000000000",0.8228,390.8738,0.3064,85.7633,69.8322,348,471
"000050301000000000020900000890040200005230000203000000500400132060300070030009008",5.2957,10.9414,1.9233,27.285,42.4468,70,256
"046000800300000500010040000053000702680007400007405000200000074004700000000000601",5.4622,106.4003,1.9408,265.4359,36.133,1348,238
"400600000020001400800005000002008000000200300108000054000000080041003506900052003",10.986,13.3094,3.7784,362.1146,42.9116,1876,288
"400020000007080400800000600060701000000000060090200370045003086200070000001500003",10.3307,109.0505,3.6712,16.3197,36.4084,56,227
"500002019002000040010006300050700600000400205297058030000000002000060000060000050",1.7518,0.5898,0.6068,80.1502,38.558,313,266
"005260080200080300189000067500604700004700000090020016001006000002000000000000000",0.0363,0.4614,0.0191,61.465,90.5482,207,619
"000083001080010000201005000000060502000721000012050030000000804004200100009000300",0.055,31.982,0.025,12.6335,57.0066,56,376
"000038000000000005200000003705300010006500004319000000070004068900103000160000300",155.8444,178.3496,56.2427,234.044,49.9532,1182,322
"007003000080000000001000400008002019506800002010000006360040027800016000004000008",0.4139,19.606,0.085,41.955,27.1711,204,206
"030150080000009004009004050002005097065000012000000000500000908600000500900520000",0.0396,1.0098,0.0199,292.6877,77.5139,1202,472
"500000809070100546019000300053021090000400075007000000000000002100000003060007000",0.7539,2.1598,0.2535,101.8972,58.9885,424,380
"705803020803000000900000000500090300000030500010007000070052100000000079034078000",2.4958,8.8675,1.0231,17.4792,93.2099,56,603
"000540000000000076000870000000450019390700402000038060809600000006000007030007000",3.2283,13.9433,1.1793,242.1804,35.7264,1279,268
"300000000060009000009005200000070600000000020098020450000952876050030010006100000",199.0506,1092.5097,70.3766,295.3006,94.0213,1577,634
"006004001000000000301800900790000003005200008003000600000460032007312000002000007",0.5637,1.2075,0.2004,33.1627,30.2518,131,208
"000400700456070020000100400000305897000008010090200300000042000000000001078500000",0.0279,2.4712,0.0157,25.4472,48.9529,67,329
"000000300600003080020907050006000003005300090010006005500008130008200070030070000",29.2593,104.5688,9.8716,14.2892,45.7086,56,274
"806000020500003070000006000000005000480200760000000048058640007000709480000050000",71.3161,2200.4535,24.8532,152.3938,43.4406,774,303
"023400709050007000080120450000000000005000200800010300000000008600090530000031040",0.0357,7.9202,0.0184,73.2249,34.4483,245,206
"540302009300000006000040300050000790000000030907005060000010000034800000700060104",47.6879,51.9058,16.2771,26.8264,46.3248,102,300
"000020809000009030010000607300000590000098000100006004700810006081004000906000000",0.1719,2.0885,0.0669,24.6425,41.1975,56,262
"040300010300001604000604032009083000000010370000006000600100200400000000000008590",61.0378,0.9102,22.1911,185.1481,67.6928,985,488
"000020000020009430000000600002070100000098000190000070041050900000906001980040002",3.4171,5.7525,1.145,79.2418,29.5757,398,227
"035000810600080400809005007360000700004000000000000050753000980000090000006002040",1.0886,3.1596,0.4002,66.9344,35.7892,183,205
"087054301050000000300087050000740010700010000010090000009008002008002000000000460",14.7713,46.9918,5.1924,125.7713,75.2327,665,542
"040070800000089000810500020050001000080000270027008000200900000004060050008200001",6.1176,4.7804,2.4618,82.8174,37.0588,263,207
"000054021904020000000806050090005000000002000000000600089060030060000509030580007",156.295,568.4592,55.7586,155.7284,52.2284,647,327
"000001009000800000009230000000000007400080325800005401102000000000100542900042000",0.0342,0.8543,0.0173,109.9862,37.7999,542,284
"020000009006700000000023006210060800000000200000000305000002900640097500008001602",0.0844,429.5933,0.019,105.4322,52.1974,520,311
"000503000003002070900800000680390000090000700000008005806000100050100600104087000",3.0943,38.6974,1.4942,83.7809,32.824,404,223
"200400000006070003000000450000005090300080200090214305000000008602098000070000040",0.0304,47.4115,0.0166,128.5862,38.9206,686,282
"076500000000020000021800050700000200000102700210700000068050002030900000007060400",16.3816,75.0438,6.2375,81.5895,42.3574,398,286
"007438001000901000001670000005006910000010004310000800003200000904000500100000000",0.1139,0.2099,0.0257,26.0256,40.0197,70,265
"650700090700021000200500700000009000009010800010050000005200040980000000040003650",32.0216,11.3516,11.1805,341.8202,103.0404,1533,691
"030016089000907230000000050001620000005009040000040000100408003000300600000000018",0.0317,4.0198,0.0172,88.6926,59.4651,330,381
"024060700060000030000000050205000007000809025097000001000000900600000500958002600",0.6014,279.5318,0.2129,924.0415,120.6913,4346,776
"000050780400000023000123400000000007000800000897000000001600008600900000070031640",0.0352,127.8238,0.0189,251.4674,114.4655,1098,674
"706000320540200000001000050000000200004000000003005000068457000007900000152060007",77.0731,1.542,27.8656,42.1363,34.7053,163,219
"000000000730100500000000083600080009409010070180000602005096000000200408002000006",20.9995,183.4379,7.3797,19.3159,53.195,94,385
"400602019072000030000030007360700008200500006001006000530040002000900040000000000",0.1657,0.2638,0.0633,140.4224,63.1362,601,418
"500000200008010560000560003057080000000600800800405006005096008000000000040000029",185.8096,1305.5127,65.8731,26.6781,40.5978,104,273
"020006080406087003000100050010000007005809000007004305030640008000008030000000000",0.0282,49.0826,0.0164,116.5766,36.3426,548,236
"005000000267801005080005000003000700000070003090500000400650000000100050052700031",0.2249,6.0903,0.085,143.06,32.9452,835,243
"870000020000000800301870050700040203040003000000090040000007032060310000000080007",4.1656,0.2255,1.4649,175.3699,65.167,887,514
"000007000007801030810400620000040001070000000000006200050000080040980076900002040",7.6028,3.5208,2.6551,168.32,103.293,718,714
"050038001700009000000000080007480309400301800000000002040690000900000000006800045",0.6724,121.3491,0.2353,31.4148,125.2707,128,798
"005003020840090000020065003080000400096512000000000000600000030000374000034000500",0.1839,8.2969,0.0546,69.7888,47.4969,231,310
"000072000002001040000040027000000000680000000007054608704960180120000000000200005",28.7968,188.7903,10.2458,130.6409,32.5007,696,217
"000738090000291500001064080607000000400000070100000000840000106010340000000010000",62.4832,3.5981,22.2162,258.9129,105.521,978,634
"000627000027001000010400000000000091500200000198070000005162003030890000000700000",0.3262,9.8773,0.1193,126.005,73.1254,642,539
"103050000000000023089003006004305800000070000090200000030002070002080500000500042",0.088,39.791,0.0199,62.8959,32.1525,279,210
"504708290700000000900600070800060010003000000400090500080000000205009000106080020",7.9297,57.7911,2.8796,94.2489,57.7227,372,348
"003002000000981400819000000005000000204709350000006000000160980000093000040500000",18.1544,4.6188,6.587,57.3063,32.8069,244,213
"000000709400000000009103000014005000300080004090200005001602970040790000000500002",0.0345,435.1469,0.0181,26.5935,30.6482,113,207
"200006780000700004009030000000000897020007041000000000000900403068000900973000008",1.2081,4.6327,0.4055,25.8607,42.3071,59,257
"000000000000001000301000054708600203040032090000090640080400100000000500000089460",3.6248,6.3754,1.2175,33.6696,46.342,98,352
"007000300000001000021907600096000210045002090003000000000068000060100000102079000",0.3724,3.8845,0.1199,36.0387,49.7468,111,333
"400602809000901400800000007060200000084009000700006048530000000000000000040027100",0.6395,6.4184,0.5183,60.8085,31.6393,199,202
"406070000300809000009500000500000090081007000090400168030000000020000953000100070",0.3288,9.112,0.1308,22.673,33.8979,65,200
"004000000060000030780030100300406890000000020000325000042000078070000010053000002",25.021,19.3154,8.4963,127.6161,42.4244,560,272
"000000321049200800300870000000000203604000000200005600000000102037000508050060000",71.2945,119.9287,26.3666,66.7221,32.3186,282,220
"400000009600100400810000000000040500000398100008250004050802000200000000900000281",0.1184,34.4563,0.0488,15.0157,32.0497,56,227
"030061009001000000700004050000006097000008005800025000000600008003800012050100003",0.2941,8.278,0.1112,37.4921,104.0858,96,679
"080050300000001000001900650000005203000100000003800705570400130068000000032000000",17.6709,1884.1132,6.2257,31.8475,62.7524,132,408
"700040000800900000001700843000090300090000000000500004609250100208000006104000009",0.9343,20.6924,0.3601,433.9406,98.2248,2033,651
"406000809300900506800000320500020001600000000020005000005700083000000602090000100",0.2881,181.3249,0.1091,17.1849,101.4859,62,595
