Puzzle,BruteForce,DepthFirst,BitWise,NakedSingles,HiddenSingles,NSSearch,HSSearch
000000091400000600000005000700000009506000702000030806000900120809200000004057068,233.6617,9.6463,81.1193,19.7364,23.1317,62,68
340000080567000200009030000023000600005000000000300700000051900800006000070420850,227.8009,1053.7467,81.0034,16.464,11.4211,68,70
000050009056089200709000000302000000000000000090302000501643008600000520070500000,217.2099,18.1158,74.7374,25.7954,12.502,67,56
000540020000120000100070059000006097007800040000400000000000980070900500005084010,213.0724,2.9465,75.3142,20.9827,21.2365,64,56
000083090000000070001605000700000002000010000902000000357298004009046007100007000,210.2212,628.7837,75.3302,13.7303,8.8127,58,56
700040020000100870020076503000400000000700000000000005870005004000380097034000050,206.5246,1265.6231,71.0379,16.5587,11.0816,56,63
005400000483129000000005400040002000000091000900000006050940120800200000000300007,206.0256,0.9365,73.7324,26.2728,32.4069,79,79
060000000708000000001560080000002000020003000000000040005800426000340057140050908,205.3913,761.6314,72.0077,13.9423,13.2545,56,68
800000000000000907001980600086740200000000090000800000570460100060002000100009068,202.6682,272.7935,70.815,18.0251,9.696,77,56
000600001000001080020000000090040003700100098005090470200000800060012009000003042,201.4196,672.1439,70.727,13.4237,9.2236,68,62
006004000050321000300800000000005013000132000003000005009400132060000000130500000,198.0598,1.0257,67.8175,19.7514,18.6291,56,56
000900000900103070301000000708000000005300000203700040000000102060230089100500007,196.4115,117.5057,70.9045,14.9604,8.5214,56,56
050000000002000000000030620065000700080000356791350000000004900120003570000000100,195.2096,15.1621,72.9715,29.5239,10.4878,56,56
000000000000100600090005000040060300000800702900700800050940128060000000104058900,189.5118,1134.8744,71.8135,14.4638,11.0773,59,56
500300009002000000000000000400680090600007005020035008000000900104700050005960201,189.3442,627.3923,67.6609,15.3331,10.0219,70,59
087004001004300000300900004006000000045000000010000000570008030400100009000079468,185.6209,916.45,65.8083,14.2505,10.1369,67,65
300000000207000000000300000023604790614098000700520000000850000802000604000000001,181.899,106.4091,65.0712,12.9593,9.5135,56,63
000627009000000000000030607000000098070001003000060504750040900200008006080050040,177.1154,103.5468,59.3288,15.8749,10.7707,72,61
000007009007000000000430007002000000004010300108000200045160000031890076000050100,175.9982,690.237,63.1093,13.8644,9.0525,59,59
080009020500000800000000000870094013090000700010000009060400000000102598002030007,175.7516,1.3641,63.0668,18.575,23.7926,73,56
060000000008201064001004700000400000400100000000075000802900006006002050075010009,173.6737,3051.5241,61.1505,12.4502,8.9654,56,56
200006000006007004089204000000000800000000000807003002100000070060001920908002603,173.1483,770.2089,61.1891,21.739,11.8071,77,58
000050000000300007000900600900000000045201090003800005000060032400123000002009408,169.7691,29.8503,61.0525,19.282,10.024,56,56
000000000500000004700030000000416800000009320800325400042000000673098000000040010,169.1509,2166.7349,62.3962,13.7313,9.2173,62,56
302560009000000000109004000400000600700000302000000015231400800000000920000820400,169.0498,1647.0644,58.8382,15.5815,10.6015,56,56
650000001000000070201670000000000300800013050000000062003002040082040100064000020,165.125,702.3034,59.135,13.8466,10.0166,56,56
800000001004003870000000900700405003000000700003007500958000107002010400100000090,162.0714,96.7488,57.5992,270.7256,15.1035,1282,77
080650000600020000020900000800700010000000800010896040009400002000203500032070000,160.7877,715.1136,57.7247,16.0146,9.6603,74,56
003600000600000000800000627362500701000209000100000200045062000000000006006700040,159.7533,1721.6234,57.2366,14.8463,12.1426,68,75
000509300000020000301806000000000003600030000200080040960457002007902500000060000,156.9215,479.5888,54.8206,18.576,11.1755,75,73
500000000000019060001004700000002300400300000000050072040693007072140000010800000,156.6718,20.5512,55.5212,16.1214,24.0713,56,56
000300019002000000000500000050000090680030254020000600000007980100900000790280100,155.8936,504.5053,55.9327,13.5726,12.0493,61,76
053607800020080000809035000000000090504010008090006254000000080001000000900050000,149.5782,0.5604,53.5226,23.6592,10.3374,56,56
000600000600030907020000000090005000700023896210000005000060100408002500002000008,147.842,446.1465,53.7003,16.9602,10.3929,74,63
050000000008000004000560780060400000009810670800070900070006000086040057000900000,146.1046,496.6307,53.9748,45.1151,11.0341,276,72
500030000030000060200004000050400000000000875000075640800006120906000400302000900,143.6509,22.5198,49.7431,26.5431,9.3317,56,56
800000321000000000000007600000740010740302090000890000500008030008001500030070400,143.5681,711.9247,52.4283,23.1631,9.5032,108,56
000000009507100000000030060400005000700906000000340000231450006000000900906000451,141.1987,2101.7005,50.2612,14.6794,10.0579,77,65
004008000700000000000000000650002019420600870103000040800090020070001430300000006,138.8957,73.7491,49.1551,12.4266,8.3308,56,56
004000090030000004091004000007402000020001800100000000000603000002145630300000905,136.4888,371.9695,49.9318,19.7536,10.7682,82,63
000500000500000030000034006030006007010000025800005461002000000070000510008070043,131.2317,670.7879,44.7724,14.9719,9.6725,58,56
000600300000000080000980000890740000700030006210090005509068100408000070000000400,127.7003,633.2021,44.9151,36.4456,9.6647,200,58
500002000302901006809500000400000001000000000000100468000209000008000053900800170,127.5812,698.8623,45.4696,15.6228,9.5552,59,56
050600800600001030810005007300500000074000000090000000700060980000004000900050142,124.574,1.1204,44.366,81.0635,10.0164,311,56
320000700560000200000004006200006000400000000800000060140650900070080002008702003,123.2192,4.5711,42.0334,32.6457,28.6696,56,62
040072000000900046009000007400000001001000200000130008260000000030050600098203050,122.5143,400.9846,41.8499,36.9442,9.8226,177,62
007004000600000007001907000090005010005000006200090045000460132468000000000070000,121.7816,218.4676,41.4147,28.1009,10.0936,136,56
005000921800000000901000803587400000006300000300000094000204100200000000004000250,121.1122,0.6953,43.0572,21.4322,22.7771,56,56
045000009067008000180000060000600008010009023000000000030806900002000604900030050,120.3589,62.1638,39.3798,14.571,10.0669,56,56
040000000000000005100300000500004708604000020000003400400850970000901000076032800,120.1622,1.4963,41.3037,86.0334,9.1823,245,56
060000020000009000000700000000000000000231000010580600009052000058006009130978250,119.5396,0.4417,41.6072,19.657,21.8786,58,56
907004001000100000300900600800000000040000090010006040009060002068001570100009008,118.6655,364.3039,42.4107,17.4901,10.0518,68,56
000730000008000504000564000000000000000670000010020076000006100980140657040000009,114.9481,233.5229,40.2089,15.658,10.2156,65,65
000030290000000060200060000600082010000000850810000070300000000085020107042000630,114.3292,0.4019,42.4325,32.0888,20.9703,58,56
097650301000000000000007050080000003000001000000096705500000102460100000132000008,113.5745,186.6541,39.6806,15.5702,12.6723,56,74
000043900040091060000765800000009000000000080000080009600050004250370000004020008,112.8784,7.6976,39.1949,16.5406,16.1747,60,56
050000000038000005000005400005002309006090050010004000003040020984000536002000000,112.5081,1.7212,40.8635,35.3978,8.6873,58,56
003602000000800400019400627305280001080790000000350000000000000100000000000507080,111.6991,649.228,38.9015,14.8006,9.3579,56,56
705000900000009000000060000580000000406100007010080604000450008234900100000000079,111.4695,285.9895,39.482,11.8917,9.3739,56,56
000700290008002004000560700000300000000070000003000076375090108080000000140007020,110.1948,395.1893,38.6727,13.2717,9.3466,56,56
900000020050000007000080604006005200040230000000000000000060032400312070100570008,109.4054,207.7408,38.3647,65.0194,10.3198,328,63
000000000540300000300000904005604200090000000213705040008050000037000090150900000,109.0313,0.5339,36.3821,34.4086,12.4782,63,56
000060180060000000089000000020000000010000002098042000030450076004001900906003050,109.0234,10754.7023,36.6451,14.0107,10.0241,56,56
000840000000020000021005843500090310090000500002500600000000000208310470000000050,108.9196,0.3966,39.2067,35.2393,10.9399,69,65
204000089050000030000000006002405000000000000097000060520640008040070000900001643,108.5984,90.334,38.5782,15.3982,10.2021,59,59
000000021500030070320076054000004013000300000000000040008000030030008000050020468,108.0247,1.9771,37.3354,41.2233,30.0906,64,56
000008091000009605000000000005002010020301000000000800003046100904210530000083000,107.3108,6.2192,36.815,25.8209,18.6462,56,56
006040020040000070020800004070000003004010000000700609008050000000060090000938467,106.3852,531.3361,38.5691,12.7861,9.2702,62,56
000500000000000800900876040600452309005060082000000000000000204056380100100000000,105.2159,26.7757,36.2318,29.2046,11.2221,75,74
007400090480009000200605400000000000530001000000700800300040007079000534100000060,103.285,27.3544,37.6038,102.1964,11.3338,372,65
000500300000000800000006050805090013000100700213080000960000000430000500152000007,103.2528,3.8756,35.6916,32.4197,32.3883,69,74
800050300004010000001806000000000200000000000003008600589060032000020089100580007,102.8987,1853.2939,35.4417,14.4672,9.9297,58,56
000000000000089540800500000003000000080090075207008000705004902004005003068007000,102.5422,587.2825,35.353,13.1274,11.9095,56,79
700040021040901760001000000000000002090000007300080000079004000250130400100600000,102.2303,89.6607,35.8412,14.6258,9.3586,63,56
500030091030000500000000000600000002400070800813400900000006000082140000006007320,100.8251,564.2485,36.2995,34.2479,9.0981,166,56
000083290400001000090000083000000000006020800900800030300904700070000004020058060,100.4849,488.9044,37.0263,12.0023,8.4624,56,56
000600300000200007300000004090700000000120096003090000079000102408010070000009460,99.8172,97.9215,33.118,13.1417,10.0842,56,60
540000009000000040010006300050081790081000030000005168008000004004000050000060080,98.3952,272.8175,35.8906,14.5575,10.5756,56,62
003607019000090005010000000060000000000000060108300004040002980201000000086750002,97.7059,152.8109,33.6793,15.1839,9.7847,58,56
000040021040123000000706004054000010003090000902400000000000000490007138000000009,97.0486,5.6192,34.3647,24.9238,11.0598,56,56
607000091400002000090000000000000002820000700000704056500209008002000500160000309,96.9889,465.426,34.2175,21.6637,11.7014,86,68
546300000000801006000000320000000090000000054007150600000900002005480060060003005,95.9285,13.4636,31.8036,30.1701,8.7886,64,56
004000000060000000080230000000000090000798305890025000100600008003800512000170000,95.0496,168.4771,31.565,39.4274,9.0663,221,56
008000900043900000000070543080000000000000000410708300070200000000000680130007259,94.5901,1.4604,33.9635,47.5051,24.0629,122,56
076040300000300076001000004080000010000013700000700600000007032007100090100000407,93.8424,635.9343,33.8726,14.3534,10.4192,58,63
050070000000010000000005600005080090000107350000050240037041060000020503000063000,92.4304,93.6802,32.5496,12.5461,9.0256,56,56
000000000050000007020000050006040003040203800000890700079060000460102009002500060,91.4158,22.1198,31.6547,28.4619,9.1646,59,67
765840900000020000000005000087000002000000007000087000000204008250030000104600250,89.974,17.7093,29.9616,15.8622,26.1378,56,56
980000020000010000000907600800005000700000896000896000509060030008021000000079000,89.6787,32.7576,30.9434,58.33,10.3718,92,61
000000810027000000000000007000008091070200008090300050000002903201004006906000140,89.5933,18.1152,30.7618,16.7467,18.6597,69,56
000708091730000500000000003050000012000000800000452900800000007970003000310800600,85.7277,822.8628,28.8673,16.6297,12.1768,56,68
000008000008020000001000703050000000000600070100070042000006107076200038012007900,85.1516,157.1908,27.3979,15.9171,10.58,65,56
040060109000010300000300007500000600000508703000020401000902800050730900000100000,84.6136,3.6833,28.6846,38.8297,20.3536,56,56
000000090438000000090600400000026010800903054300050800000060000960300507100000000,83.6489,422.3022,29.7066,21.848,12.4038,87,79
000900301000000006320000000700045013000230000010000600589000002400000000032080407,83.0336,375.5144,27.5139,16.2188,10.3821,76,67
607030200000009000291000083700000300820001004300000800000900008004007006100000007,82.9852,417.7185,31.9775,16.5408,11.2292,58,56
600000200000910000001000083000080900000090004309700006500200100900003507000057020,80.4805,281.5669,28.1954,12.7385,9.2608,58,56
900000000000102700003700006000560000000807000700040105015370900400008000800000610,78.8356,76.4411,28.1051,13.1773,10.0646,62,56
900000000004020000000007000890000010745000000013006700500068030000302570002009008,77.0317,2959.9931,27.5755,20.713,10.5227,86,65
506000010000008040000500000050001098000400200090680004000810000120900400060003080,75.8557,0.7856,27.2391,42.4557,9.8377,114,56
504700090730000000000504000057009308000800605000005000000080400080040000002057030,75.8321,851.933,26.6415,18.5815,9.9179,75,56
004008200030120000290504000000480000009003000000900600000090007906051000010000906,75.478,137.8706,26.7326,16.7113,10.9911,65,63
000600810002901035000000007000008000004000000700306000537000902000003504040000063,74.7639,369.7636,27.1582,13.9163,10.301,56,61
705000920000020000021700000000604000400000500012080000600000000250930170008270000,74.2141,24.9739,25.5896,29.0275,18.8367,64,64
700000901003019000001000000680450310090060000002008000000000000030190608006380000,74.0167,163.7863,35.616,15.2968,10.2722,56,56
050080000400900605000000000048069510000000000002000700060090824074000100100040060,73.6962,1350.4656,26.221,13.1069,9.1837,56,56
007000020000000007020000050080000210000203090200806045070060000060100500030509008,72.7642,805.198,24.4779,12.4981,9.2014,56,56
005840000040000000021000000087600002400002000000500604000401038000070006150020070,72.2589,111.9946,25.7978,14.1934,9.3202,56,56
403600009002900000000000000000040000004719000000306208530000082100800570900000060,70.7413,2165.6229,25.2186,13.1207,10.6693,56,68
030000000000007200780034000000000097006090000000020060002050070600009002058072603,70.3768,107.5092,25.423,11.5451,8.0552,59,56
030000000000000004000000150301620890025070300000140000050060900400391600003000000,69.9472,65.9951,23.2851,17.4012,8.2398,77,56
068040020040090006000000500000400000390700600400080700800060000004900000006057490,69.7625,283.622,26.0002,31.7245,8.8268,140,56
605080001083000000001000003000009000000012000910854006007090004829000000100030000,69.5699,1.9502,24.2784,33.2856,9.5374,59,56
900054000000003900000080604800000000700000000203000745509408130000000000030000468,69.3178,152.2359,24.9255,15.9487,10.3476,56,56
000001700060000030000030106030410000410800000000025060142003900000000000050102600,69.1913,4.4297,25.7378,34.8617,9.3227,68,63
000000000004010900300007050896000003005300006000090000000460002400030509102000460,68.8084,22.0792,23.9902,59.4028,9.5962,210,56
780040020000030800301800000000000010600003005010700000000407100400910000152000400,68.6747,213.9701,23.5395,16.9492,11.0706,62,62
007604000000000900000000004090000200705310090010090045500400032008000509000009008,67.3752,884.4404,24.9421,15.4708,9.3214,75,61
050080200000912000290000000040300010500000008000000006065090004004030050109008007,67.0982,80.3847,23.6794,23.6938,9.7352,115,56
800090021590000070020800000060405010000000000003000500007040132000009007108000005,66.6049,39.5432,23.7914,25.021,10.4951,63,61
000040000000000076001076004700000000000200700010080049900050130000000500152060490,66.2158,100.03,22.5617,10.7219,8.1888,58,56
000670819070100000000400020005000090000000070700080050500000062008907003000053700,65.9494,594.5356,23.3412,14.9261,10.3275,56,56
000000300000320006000800050000000203000100085013705040968407000000000507100000008,65.3868,32.5587,23.0109,27.1709,9.6484,71,63
000050000600201000020987604000005000000300090000890705000060100000103079030000008,65.2498,8.7123,24.3709,33.0987,9.981,72,56
430007809607000005800030000000004000000190003108000570050001080000906050000000300,62.8992,144.0229,22.0336,16.4691,9.837,78,62
000067100007000000180004060000671000000098400008005000000040950000902613050000000,62.0556,16.1546,26.5673,34.4854,11.1258,69,64
000008000000210500090504080000000010020070050000000402040600120070040008310807000,61.981,471.9275,22.3478,30.2903,8.7317,153,56
005060000207800000000040007000410090000000020708000410001000970000904631000032000,61.8926,156.8491,22.173,36.4906,10.2024,170,61
500300009002000500800000320000000000600000270007050130730000900104000000900230450,61.3729,145.4119,22.1439,14.7202,9.6852,56,56
600000000480000070290000003048360000036012000010000000360100000870206050000000300,61.3221,1362.7306,23.0861,13.0483,9.5627,56,56
002500000507000000000000507420000000000000420698425001201006050800902000000000040,60.4763,330.0394,20.6878,14.1646,11.2505,56,56
500730000000009004000000783057080000000300800000000000800003107070005630006820900,60.348,282.1666,20.4348,16.1707,10.1617,58,56
300060100000198200000200000000000008005000002000042010001009006854000923070003000,58.9363,11.301,20.0047,16.2495,16.6049,56,56
000300810000000000000000000403001608080403005200050104005804000020960083000000001,58.4193,872.0214,19.6253,24.3515,13.4679,56,60
700040020043000006920070000000005010095400000010008300870000100200000600004000250,55.9954,0.6114,19.8156,40.7357,10.1567,114,56
500030000008091064000004080000009000400000005100000940040900100016300050000800420,55.6248,4.4843,19.2616,85.1299,10.7589,231,56
900050001050000087000000050800040003045000006013890040000060000400030000102070008,55.121,288.8539,19.1332,12.8545,9.9456,56,63
605400091483020000200005000700060000006702000000000000057200100809000357000000000,55.0789,232.5916,19.9783,17.0418,11.6445,67,67
700000900040000000000800000080002000300761002002030065800000200206304000130207000,54.7063,133.211,18.9036,16.0624,9.9112,68,62
005003900000100000900700043500000000406031080312000004600000008050300400000008200,54.5641,3.676,17.6424,22.3968,28.9388,56,56
980050000600321000021900004006005200005030006000000700070408000060010000000509000,54.3406,0.4502,19.5947,69.3839,9.3087,141,56
400027000027080000000005020062000008074008000108256070005000200006000000001000700,53.7096,6.9134,19.0611,79.5397,9.7451,177,56
900054000050010000000980650006040203040130000200090005000000100000301500030000400,53.5263,24.3935,20.385,25.4726,10.1999,58,62
907050301600012900300900000000040000040001000200800005070400100008103000100009000,53.1433,137.4249,18.6954,66.8348,12.0756,262,62
000000000503020000000800000000090012005210768012000090800602004000100680100400000,53.0479,109.7512,19.2551,15.0704,12.4124,67,78
053007000007000005000000620360000091570010008000000004000000000031900570006000142,52.098,302.6219,18.207,14.1521,9.5539,68,56
000604000004001080000000000090700003700000800000096005509468130400000000002079060,52.0898,230.7174,17.3608,13.0766,9.4354,63,63
000500001000003000001076004000600000690000700000080049008457130000201090000008060,52.0419,3707.8502,18.8738,13.0853,10.0738,56,56
000030200708000000000004000007089000020000800803005976070006000000103000006857009,51.3511,3871.6393,18.0272,13.6577,9.0559,59,56
300061009000080230009000000200010800000700000800000001042600008000800512900000043,50.7402,102.024,18.8202,15.6022,10.6346,65,63
000007000000180000180040007000000008000790503000003410400850970000001034900000050,50.2485,356.2216,17.7858,13.7792,11.5332,56,79
053020000600000400000030600000700008504008100008206000045010000006804901000060000,50.054,252.5469,17.4659,13.8854,9.1287,60,56
000600009072000405009030000300200000000010306700000208007060000000709063900500004,49.8326,2.2472,16.7273,15.9124,25.8655,56,56
300560000000001030000000507400050701000309008000100345000000970800900400900700000,49.8308,129.4713,16.6342,15.6108,12.8104,56,76
009000020000003000300980050907500000000041090000000000008015206240390000100200040,48.9582,207.7672,17.3554,12.8004,11.3105,56,75
000000010000090405019030020002508700004010000008000204000062080000900500080003040,48.7906,6.7807,17.8503,32.1191,8.5961,56,56
050000009002000005010000600000200791000700000001356200500000062020000004040520080,48.5695,37.0021,15.9191,55.7695,9.6726,210,56
000007080007000000109000000000010790000000000798023000000650972002900001070130800,47.9478,9.2887,16.8202,31.2994,9.0998,56,56
000300810000100046019500000000020600600000000900000004005014080030800902700030001,47.7994,73.4913,16.617,14.4702,9.8917,59,59
800600320000203087300000000000060400000041000000709005008000000036170049005000200,47.3971,205.7216,16.6596,14.7661,10.1773,56,61
000002009000000030800400000000084000000090306701000000000140002008060070046027183,47.3484,0.5096,15.9259,150.6554,8.4845,703,56
050000000000180000000000020000000008000098162108050000745013000006074901000000740,46.7414,141.6459,15.4978,16.3737,8.9979,85,56
006000020500210800320006950000000000000100009000907008000040000600320000102600097,46.6145,1088.9203,16.5128,15.6094,9.4459,62,56
000000020000103000000000954000604010000000005010080609908000002007910000102060407,46.2451,12.3233,15.1534,23.3279,10.3288,56,56
000594021000100000001000954009080003000000760000000008900600000630000485100300000,45.4123,47.5208,16.5284,24.8188,10.0175,97,56
000043900000000005001005800087006002000300000000007094009200008008100076004008200,44.5892,11.9754,15.2041,32.4355,10.3888,61,56
006500020500100000001000054700080000005200760010000000008000037032709480100000000,44.5627,143.7012,16.1352,14.4535,10.1631,56,65
000950321900000000000000000000000003040200090203008045009467100060030500002009000,44.3745,657.1603,14.5816,14.2633,10.5228,72,72
000590000090003800000806904060000000000000700000900000958002107000000000047058692,43.8018,433.413,16.0422,16.4511,11.8782,58,61
080050000600003987000000000896000000740000000200000005000000030068001509132070008,43.589,11378.6472,15.2723,18.5379,9.9988,67,56
000001000061000000000030000035010890000090325000000001040050078008902000950007600,43.5136,722.5792,15.0505,16.7435,10.1031,82,67
004000700000080000009000100230406000010009305007300061002000070603100500000002600,43.4087,97.8098,15.4384,13.0495,10.2724,56,68
020500080560070030009000000200010097000000020000000001102000000000090540900740613,42.186,7.4836,14.262,25.1084,17.1576,56,56
006000800070900000000000020500600700000490035007105400005704000030050002000203100,42.0298,476.8254,15.078,38.0739,11.0188,210,76
080000301004010080001080000800000210740100800000090005079000100408000009000000408,41.8003,243.8853,15.7628,16.3274,9.9092,65,59
760800901003020060000000003500090010400001000010000000609002000000300470004070056,41.7288,91.6653,15.5714,14.3138,10.7173,56,63
034000009000000230009200050025000007016000005000000060002000078000198502000040600,41.3462,0.2696,13.9767,22.0407,18.3701,56,56
000054300650030000300000004080040003700000090203000000079000032068002500100000060,41.1531,0.9091,14.826,24.79,23.1728,56,63
